ID (do not edit),Content type,Element type,Source language (EN),Target language (IT)
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,RentALL,Le Méridien in Fontvieille blends modern living with views of the sea and mountains.,Le Méridien in Fontvieille verbindet modernes Wohnen mit Blick auf das Meer und die Berge.
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,RentALL,"The residence features underground parking and is close to shops, gardens, and the heliport.","Die Residenz verfügt über eine Tiefgarage und liegt in der Nähe von Geschäften, Gärten und dem Hubschrauberlandeplatz."
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,RentALL,"Apartments offer smart layouts, contemporary materials, and generous balconies.","Die Apartments bieten intelligente Grundrisse, moderne Materialien und großzügige Balkone."
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,RentALL,Le Méridien,Le Méridien
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""price21"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,RentALL,Fontvieille,Fontvieille
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""a3456a99-81ef-4753-99f0-875ba0e63ff9"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,RentALL,Stylish Urban Seafront Homes,Stilvolle städtische Häuser am Meer
"{""contentId"":""866c333e-af03-449f-a126-5d52ff7447f3"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_b6bb27df3be04c538dfc85b119ff34c3~mv2.jpg,280f0a_b6bb27df3be04c538dfc85b119ff34c3~mv2.jpg
"{""contentId"":""866c333e-af03-449f-a126-5d52ff7447f3"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,Aerial view of Monaco city with beach and buildings near the sea.,Luftaufnahme der Stadt Monaco mit Strand und Gebäuden in der Nähe des Meeres.
"{""contentId"":""8e151b3f-69bd-4c32-91e2-b66a22861a85"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span>Living space</span></p>","<p class=""font_8""><span>Wohnfläche</span></p>"
"{""contentId"":""9239bace-d47e-4f78-bc33-75a3c54a97c9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_7""><span><a dataquery=""LINK_0"">bedrooms</a></span></p>","<p class=""font_7""><span><a dataquery=""LINK_0"">Schlafzimmer</a></span></p>"
"{""contentId"":""ad5f8046-3dc1-4e52-9a64-2de45d0b9598"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3"">Monaco&rsquo;s Tax Advantages</h3>","<h3 class=""font_3"">Monaco&rsquo;Steuervorteile</h3>"
"{""contentId"":""a2de356a-35ad-4da0-b88f-75662e39a793"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_65ad16cbfa2f4168991590ba786c684d~mv2.jpg,280f0a_65ad16cbfa2f4168991590ba786c684d~mv2.jpg
"{""contentId"":""a2de356a-35ad-4da0-b88f-75662e39a793"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,Scenic view of Anse du Portier in Monaco,Malerische Aussicht auf Anse du Portier in Monaco
"{""contentId"":""87f17abf-bfb4-471e-8bdf-bc4540574492"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_662b06fd0f2548dd8df84f205f69930d~mv2.jpeg,280f0a_662b06fd0f2548dd8df84f205f69930d~mv2.jpeg
"{""contentId"":""87f17abf-bfb4-471e-8bdf-bc4540574492"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,"Monaco-Ville view with buildings, boats, and calm blue ocean water.","Blick auf Monaco-Ville mit Gebäuden, Booten und ruhigem blauen Meerwasser."
"{""contentId"":""9692c97c-10cb-4040-a26e-745f81d5acdd"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span>Living space</span></p>","<p class=""font_8""><span>Wohnfläche</span></p>"
"{""contentId"":""a8e44f4c-8389-4833-882e-2f853d270b3b"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_2bf66b72c2ed499eb71b39d7cc829a16~mv2.jpg,280f0a_2bf66b72c2ed499eb71b39d7cc829a16~mv2.jpg
"{""contentId"":""a8e44f4c-8389-4833-882e-2f853d270b3b"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,"Les Jardins d’Eau in Anse du Portier, elegant waterfront residences with wide terraces and panoramic views of the Mediterranean","Les Jardins d’Eau in Anse du Portier, elegante Residenzen am Wasser mit großen Terrassen und Panoramablick auf das Mittelmeer"
"{""contentId"":""8717aa13-cb77-437b-85e6-27bf12a35534"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_9"">MORE RESIDENCES</p>","<p class=""font_9"">MEHR WOHNSÄTZE</p>"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">3 - 5</p>","<p class=""font_8"">3 - 5</p>"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Villa del Sole is a boutique residence in La Rousse with a villa-like feel, generous layouts and an exceptional panoramic penthouse terrace.","Villa del Sole ist eine Boutique-Residenz in La Rousse mit villenähnlichem Flair, großzügigen Grundrissen und einer außergewöhnlichen Panorama-Penthouse-Terrasse."
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private garages with direct access,Private Garagen mit direktem Zugang
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,3 to 5 bedrooms; rooftop garden; private pools; bespoke interiors,3 bis 5 Schlafzimmer; Dachgarten; private Pools; maßgeschneiderte Innenräume
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Villa del Sole is a boutique-style residence in La Rousse, known for its villa-like ambiance and exceptional penthouse terrace.","Villa del Sole ist eine Residenz im Boutique-Stil in La Rousse, die für ihr villenartiges Ambiente und ihre außergewöhnliche Penthouse-Terrasse bekannt ist."
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Residents benefit from a dedicated concierge and enjoy a discreet, intimate atmosphere in a setting that feels like a private estate.","Die Bewohner profitieren von einem engagierten Concierge und genießen eine diskrete, intime Atmosphäre in einer Umgebung, die sich wie ein privates Anwesen anfühlt."
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Villa del Sol Monaco Mediterranean-style residence with terracotta facade and sea-view terraces,Villa del Sol Monaco Residenz im mediterranen Stil mit Terrakotta-Fassade und Terrassen mit Meerblick
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Low-rise luxury combining villa privacy with apartment convenience,"Flachbau-Luxus, der die Privatsphäre einer Villa mit dem Komfort einer Wohnung verbindet"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Concierge, private event support, personalized services","Concierge, Unterstützung bei privaten Veranstaltungen, personalisierte Dienstleistungen"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Each apartment is large, often taking up an entire floor, with features such as high ceilings, private rooftop pools, and bespoke finishes.","Jede Wohnung ist groß, nimmt oft eine ganze Etage ein und verfügt über hohe Decken, private Pools auf dem Dach und maßgeschneiderte Oberflächen."
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Villa del Sol,Villa del Sol
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">7.700.000 € – 28.800.000 €</p>","<p class=""font_8"">7.700.000 € – 28.800.000 €</p>"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,200 m² to 800 m² ,200 m² bis 800 m² 
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View from Villa del Sol Monaco overlooking the sea and surrounding villas,Blick von der Villa del Sol Monaco auf das Meer und die umliegenden Villen
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,La Rousse / Saint Roman,La Rousse / Heiliger Römer
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Villa del Sol Monaco with sunlit balconies and lush gardens near the coastline,Villa del Sol Monaco mit sonnendurchfluteten Balkonen und üppigen Gärten in Küstennähe
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">69.000&nbsp;€</p>","<p class=""font_8"">69.000&nbsp;€</p>"
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 15 units over 10 floors,Ca. 15 Einheiten auf 10 Etagen
"{""contentId"":""9d95eaad-27b3-4d7c-a612-5c5675518578"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private Radiance in Mediterranean Stone,Private Ausstrahlung in mediterranem Stein
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2 - 5</p>","<p class=""font_8"">2 - 5</p>"
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Terrasses du Port is Fontvieille’s crown jewel, offering ultra-luxury waterfront apartments directly overlooking the marina and sea.",Terrasses du Port ist Fontvieilles Kronjuwel und bietet ultra-luxuriöse Apartments am Wasser mit direktem Blick auf den Yachthafen und das Meer.
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private underground parking,Private Tiefgarage
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,2 to 5 bedrooms; large sea-view terraces; high ceilings,2 bis 5 Schlafzimmer; große Terrassen mit Meerblick; hohe Decken
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Terrasses du Port is the crown jewel of Fontvieille’s waterfront, offering ultra-luxury apartments directly overlooking the marina and the sea.",Terrasses du Port ist das Kronjuwel der Uferpromenade von Fontvieille und bietet ultra-luxuriöse Apartments mit direktem Blick auf den Yachthafen und das Meer.
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Residents enjoy 24/7 concierge, private elevators, and immediate access to the port and heliport.","Die Bewohner profitieren von einem rund um die Uhr verfügbaren Concierge, privaten Aufzügen und direktem Zugang zum Hafen und Hubschrauberlandeplatz."
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Terrasses du Port Monaco luxury residence with expansive terraces overlooking the harbour,Luxusresidenz Terrasses du Port Monaco mit weitläufigen Terrassen und Blick auf den Hafen
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Modern luxury complex with uninterrupted sea views,Moderner Luxuskomplex mit freiem Meerblick
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Pool, gym, 24/7 concierge, secure entry","Pool, Fitnessstudio, 24-Stunden-Concierge, sicherer Zugang"
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Each residence features floor-to-ceiling windows, expansive terraces, and luxury interiors. Penthouses offer rooftop pools and private gardens.","Jede Residenz verfügt über raumhohe Fenster, weitläufige Terrassen und luxuriöse Innenräume. Penthäuser bieten Pools auf dem Dach und private Gärten."
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Terrasses du Port,Terrasses du Port
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">11.300.000 € – 39.600.000 €</p>","<p class=""font_8"">11.300.000 € – 39.600.000 €</p>"
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,150 m² to 500+ m²,150 m² bis 500+ m²
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Harbour view from Terrasses du Port Monaco residence with yachts and Mediterranean Sea,Blick auf den Hafen von der Residenz Terrasses du Port Monaco mit Yachten und dem Mittelmeer
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Fontvieille,Fontvieille
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Terrasses du Port Monaco building with modern architecture and large sea-facing balconies,Gebäude Terrasses du Port Monaco mit moderner Architektur und großen Balkonen mit Meerblick
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">55.000&nbsp;€</p>","<p class=""font_8"">55.000&nbsp;€</p>"
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 40 luxury residences,Ca. 40 Luxusresidenzen
"{""contentId"":""aa41d97b-0678-4e14-a96e-96e44dae1368"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Marina Grandeur at its Finest,Marina Grandeur vom Feinsten
"{""contentId"":""95fa4f58-2d33-42f5-a30b-c3b5ba3072d6"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.SiteButton,View Property,Eigentum anzeigen
"{""contentId"":""978000d5-1526-4d12-88c3-d5443f2e42a9"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.SiteButton,View Property,Eigentum anzeigen
"{""contentId"":""87167eca-14a4-42d5-953b-cc74a548e4ab"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_7""><a dataquery=""LINK_0"">&nbsp;properties for Rent in</a></p>","<p class=""font_7""><a dataquery=""LINK_0"">&nbsp;Immobilien zur Miete in</a></p>"
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1 - 2</p>","<p class=""font_8"">1 - 2</p>"
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Le Giorgione is a quiet, well-maintained residence near the waterfront, known for classical charm and practical layouts.","Le Giorgione ist eine ruhige, gepflegte Residenz in der Nähe der Küste, bekannt für klassischen Charme und praktische Grundrisse."
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Parking available,Parkplätze vorhanden
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,1 to 2 bedrooms; renovated kitchens; compact design,1 bis 2 Schlafzimmer; renovierte Küchen; kompaktes Design
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Le Giorgione is a well-maintained, quiet residence near the waterfront, known for its classical charm.","Le Giorgione ist eine gepflegte, ruhige Residenz nahe der Küste, die für ihren klassischen Charme bekannt ist."
"{""contentId"":""9ce34b86-65bf-4fcc-951d-4ffaa388067d"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Conveniently located with private parking and concierge services.,Günstig gelegen mit privatem Parkplatz und Concierge-Service.
